,source,title,author,date,meter
12544,Charlie Crist,"Says Rick Scott ""thinks employers should be able to deny women coverage for birth control.""", Amy Sherman ," September 11, 2014",mostly-true
12545,Rand Paul,"In Tripoli, ""jihadists today swim in our embassy pool.""", Steve Contorno ," September 11, 2014",half-true
12546,Ted Cruz,"Saturday Night Live executive producer ""Lorne Michaels could be put in jail under this amendment for making fun of any politician.""", Louis Jacobson ," September 11, 2014",half-true
12547,Facebook posts,"A flight from Atlanta to Houston was canceled due to a ""terrorist dry run.""", Derek Tsang ," September 11, 2014",pants-fire
12548,Henry Kissinger,"""There were fewer civilian casualties in Cambodia than there have been from American drone attacks.""", Jon Greenberg ," September 11, 2014",false
12549,Chris Larson,"""Over the next two years, this $1.8 billion deficit will cost individual Wisconsinites $300 each, or $1,200 for families of four.""", Tom Kertscher ," September 11, 2014",false
12550,Alberta Darling,"""Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.""", Tom Kertscher ," September 11, 2014",half-true
12551,Charlie Crist,"""Under Rick Scott, homeowners are paying higher (home insurance) premiums for less coverage.""", Joshua Gillin ," September 10, 2014",mostly-true
12552,Arianna Huffington,"A poll found that ""20% of young adults use (smartphones) during sex.""", Jon Greenberg ," September 10, 2014",mostly-true
12553,Facebook posts,"""Fox admits they lie"" and, under the First Amendment, ""have the right to lie or deliberately distort news reports on public airwaves.""", Linda Qiu ," September 10, 2014",false
12554,Scott Walker,"Says Mary Burke’s Madison school district ""will be the only school district left in the state"" to ""ignore the (Act 10) law"" in the 2015-16 school year.", Dave Umhoefer ," September 10, 2014",mostly-true
12555,National Republican Senatorial Committee,"Says cuts to Medicare affect people who have already ""paid in. We paid for it.""", Louis Jacobson ," September 9, 2014",barely-true
12556,National Republican Senatorial Committee,"Says Democratic Senate candidate ""Bruce Braley voted to cut $700 billion from Medicare to support Obamacare.""", Louis Jacobson ," September 9, 2014",half-true
12557,Joe Garcia,"Says U.S. House candidate Carlos Curbelo ""supported ending the Medicare guarantee.""", Amy Sherman ," September 9, 2014",false
12558,Bob Beckel,"The United States has ""the most number of deductions available to corporations"" for the corporate income tax.", Derek Tsang ," September 9, 2014",false
12559,Eric Bolling,"The United States has ""the highest corporate tax rate in the free world.""", Derek Tsang ," September 9, 2014",mostly-true
12560,Mark Obenshain,"Virginia Democrats recently enforced voter ID rules that were ""considerably more stringent than those contained in the state law they denounce.""", Nancy Madsen ," September 9, 2014",half-true
12561,EMILY's List,"""Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.""", Nancy Badertscher ," September 9, 2014",mostly-true
12562,Cory Gardner,"Says on contraception, his plan is ""cheaper and easier for you"" than Sen. Mark Udall’s", Steve Contorno ," September 8, 2014",barely-true
12563,Jeff Merkley,"""Social Security has never contributed one cent to the deficit. Not one cent.""", Dana Tims ," September 8, 2014",half-true
12564,Dana Loesch,"""Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.""", Jon Greenberg ," September 8, 2014",false
12565,Ed Gillespie,"Obamacare ""cuts seniors’ Medicare.""", Sean Gorman ," September 8, 2014",barely-true
12566,Paul Ryan,"""Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.""", James B. Nelson ," September 8, 2014",true
12567,Barack Obama,"Says his comment about extremists being a JV team ""wasn’t specifically referring to"" Islamic State.", Steve Contorno ," September 7, 2014",false
12568,Chuck Todd,"""Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.""", Linda Qiu ," September 7, 2014",true
12569,Greater Wisconsin Committee,"""Scott Walker cut school funding more per student than any governor in America.""", Tom Kertscher ," September 7, 2014",mostly-true
12570,Ted Cruz,"ISIS is ""right now crucifying Christians in Iraq, literally nailing Christians to trees.""", W. Gardner Selby ," September 5, 2014",false
12571,Jeanne Shaheen,"""Big Oil gave Scott Brown $454,260.""", Jonathan Van Fleet ," September 5, 2014",half-true
12572,Mike Collier,Opponent Glenn Hegar expressed pride in legislated cuts to public school funding., W. Gardner Selby ," September 5, 2014",true
12573,Barack Obama,"""We cut our deficits by more than half.""", Dave Umhoefer ," September 5, 2014",true
12574,Michelle Nunn,"In Georgia, Perdue’s company closed plants and moved jobs to China.", April Hunt ," September 5, 2014",true
12575,National Republican Senatorial Committee,"Says Mark Pryor voted ""to give Social Security benefits to illegal immigrants.""", Louis Jacobson ," September 4, 2014",false
12576,Facebook posts,"""McDonald’s hamburgers are only 15 percent ‘real beef.’ The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer.""", Linda Qiu ," September 3, 2014",pants-fire
12577,The Other 98%,"""McDonald’s workers in Denmark have a union. Earn $45,000/year.""", Jon Greenberg ," September 3, 2014",mostly-true
12578,Mark Begich,"Says Dan Sullivan approved a ""light sentence"" for a sex offender who got out of prison and is now charged with a gruesome murder and sexual assault.", Lauren Carroll ," September 3, 2014",pants-fire
12579,Greater Wisconsin Committee,"""Scott Walker gave Wisconsin job creation money to his cronies: corporate friends who contributed to his campaigns"" and got $570 million in job-development incentives", Dave Umhoefer ," September 3, 2014",false
12580,Jody Hice,"Thomas Jefferson said, ""That government is best which governs the least, because its people discipline themselves.""", April Hunt ," September 3, 2014",false
12581,Ending Spending Action Fund,"Says Sen. Jeanne Shaheen’s ""wealth has surged while in public office.""", Steve Contorno ," September 2, 2014",barely-true
12582,Bloggers,"""Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.""", Louis Jacobson ," September 2, 2014",pants-fire
12583,Larry Elder,"""If black America were a country, it’d be the 15th wealthiest nation in the world.""", Derek Tsang ," September 2, 2014",false
12584,Charlie Crist,"Says Rick Scott has ""teamed up with a felon convicted of running a Ponzi scheme to smear Charlie Crist.""", Amy Sherman ," September 2, 2014",false
12585,Democratic Senatorial Campaign Committee,"Says Michigan U.S. Senate candidate Terri Lynn Land ""said guaranteeing equal pay for women who do the same job as men is not a good idea.""", Lauren Carroll ," September 2, 2014",barely-true
12586,Tim Kaine,"Pinnacle Overlook in Southwest Virginia is ""closer to eight other state capitals than to Richmond.""", Sean Gorman ," September 1, 2014",mostly-true
12587,Tom DeLay,"The prosecutor who brought the indictment of Texas Gov. Rick Perry ""has ties to Obama. He has ties to the Democrats.""", Linda Qiu ," August 31, 2014",barely-true
12588,Peter King,"The United States had ""allies lined up"" for air strikes in Syria and then Obama ""pulled the rug out.""", Steve Contorno ," August 31, 2014",half-true
12589,Scott Walker,"In the latest jobs numbers Wisconsin ""ranked third in the Midwest.""", James B. Nelson ," August 31, 2014",mostly-true
12590,Mary Burke,"""Wisconsin’s dead last in Midwest job growth.""", James B. Nelson ," August 31, 2014",true
12591,Wendy Davis,"Greg Abbott was ""charged with overseeing the state cancer research fund. But he let his wealthiest donors take tens of millions of taxpayer dollars without proper oversight. They showered Abbott with gifts and free vacations.""", W. Gardner Selby ," August 31, 2014",half-true
12592,Wisconsin State AFL-CIO,"""Scott Walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools.""", Tom Kertscher ," August 31, 2014",barely-true
12593,Gina Raimondo,"""The pension fund in the city of Providence is only 30 percent funded, about the same level as when he [Taveras] took office.""", C. Eugene Emery Jr. ," August 31, 2014",mostly-true
12594,Burger King,"After merging with Tim Hortons of Canada, Burger King is ""not moving. … Our headquarters will remain in Miami"" and ""(we) will continue to pay all of our federal, state and local U.S. taxes.""", Louis Jacobson ," August 29, 2014",half-true
12595,David Dewhurst,"At ""least a quarter of those apprehended"" at the border ""have criminal records.""", W. Gardner Selby ," August 29, 2014",false
12596,Chris Matthews,"On tax inversions, the Wall Street Journal ""surprisingly attacked this tax scheme.""", Jon Greenberg ," August 29, 2014",false
12597,Lon Burnam,"""Russia has more diversity in its governmental representation than we do in Texas.""", W. Gardner Selby ," August 29, 2014",barely-true
12598,Edward Flynn,"In 2012, there were nearly 12.2 million arrests and only 410 ""uses of deadly force"" by police in the United States.", Tom Kertscher ," August 29, 2014",mostly-true
12599,American LeadHERship PAC,"""There have been at least 100 shootings each year [Angel Taveras] has been mayor"" of Providence.", C. Eugene Emery Jr. ," August 29, 2014",mostly-true
12600,Megyn Kelly,"Al Sharpton went to Ferguson, Mo., and is ""declaring as a matter of fact that ... Michael Brown didn't use any deadly force or posed no deadly threat to the officer.""", Katie Sanders ," August 28, 2014",true
12601,Bernie Sanders,"""In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.""", Louis Jacobson ," August 28, 2014",mostly-true
12602,Drug Free America,"Under a proposed medical marijuana amendment in Florida, ""you don't get refills -- you get it forever.""", Joshua Gillin ," August 28, 2014",barely-true
12603,NextGen Climate Action Committee,"Rick Scott took $200,000 from a family that leased land for drilling ""and now he is trying to hide from it.""", Amy Sherman ," August 28, 2014",half-true
12604,Mark Pryor,"Says Tom Cotton ""voted against preparing America for pandemics like Ebola.""", Lauren Carroll ," August 28, 2014",barely-true
12605,Democratic Senatorial Campaign Committee,"""Cory Gardner is sponsoring a bill to ban all abortions right now.""", Steve Contorno ," August 28, 2014",half-true
